Label,Statements
Weak facts,"During the time of birth, the brain of a human child has resemblance with the brains of apes and Neanderthals. However the brain development process takes place rapidly in a human baby reaching up to 60 percent of the brain development by the age of one."
Weak facts,Eighty per cent of human brainâ€™s structure takes shape between the ages of 0-3 and the 90 percent of the human brainâ€™s structure takes shape until the age of 5.
Weak facts,90% of brain growth happens by age 6
Weak facts,A babyâ€™s brain reaches 70% of its adult size by the first birthday and 80% by the second birthday.
Weak facts,"A childâ€™s brain develops faster between birth to 3 years of age than any other time. In fact, by the time they are 3, they have 1000 trillion brain connections, which is twice as many as adults"
Weak facts,"About 700 synapses are created per second in a babyâ€™s brain and by the age of three, the brain has formed 1,000 trillion synapses."
Weak facts,"Just before and after birth, as many as 40,000 new synapses are added every second to a babyâ€™s brain."
Weak facts,"Between ages 1 and 2, a toddlerâ€™s cerebral cortex adds more than 2 million new synapses (connections between brain cells) every second."
Weak facts,"By age 2, they have more than 100 trillion synapses, the most theyâ€™ll ever have in their life. By the time they are adults, more than 50% of those synapses are gone."
Weak facts,"A toddler between the ages of 1 and 2 years, will gain 2 million new brain connections every second. At 2 years of age, a child has more than 100 trillion new brain connections, or synapses. However, when a child finally becomes an adult, more than 50% of these acquired synapses disappear."
